Category;Screen;HMI_Object;PLC_Tag_or_Path;DataType;Address_or_DB;Access;Notes
04_Rack;Overview;Rect Fach_48 Belegt;gldb_AktuellerFach_HMI.Lagerstatus.Belegt[48];Bool;DB;R;Fallback 2-colour fill
04_Rack;Overview;Rect Fach_48 Ziel;gldb_AktuellerFach_HMI.Lagerstatus.Ziel[48];Bool;DB;R;Visibility + flash border
04_Rack;Overview;Click Fach_48;HMI_Fachnummer;UInt;RW;SetValue := 48
04_Rack;Overview;Rect Fach_49 fill;gldb_AktuellerFach_HMI.Lagerstatus.Farbe[49];USInt;DB;R;Range 0 frei 1 blau 2 gruen 3 mixed 4 metall 5 gesperrt
04_Rack;Overview;Rect Fach_49 Belegt;gldb_AktuellerFach_HMI.Lagerstatus.Belegt[49];Bool;DB;R;Fallback 2-colour fill
04_Rack;Overview;Rect Fach_49 Ziel;gldb_AktuellerFach_HMI.Lagerstatus.Ziel[49];Bool;DB;R;Visibility + flash border
04_Rack;Overview;Click Fach_49;HMI_Fachnummer;UInt;RW;SetValue := 49
04_Rack;Overview;Rect Fach_50 fill;gldb_AktuellerFach_HMI.Lagerstatus.Farbe[50];USInt;DB;R;Range 0 frei 1 blau 2 gruen 3 mixed 4 metall 5 gesperrt
04_Rack;Overview;Rect Fach_50 Belegt;gldb_AktuellerFach_HMI.Lagerstatus.Belegt[50];Bool;DB;R;Fallback 2-colour fill
04_Rack;Overview;Rect Fach_50 Ziel;gldb_AktuellerFach_HMI.Lagerstatus.Ziel[50];Bool;DB;R;Visibility + flash border
04_Rack;Overview;Click Fach_50;HMI_Fachnummer;UInt;RW;SetValue := 50
04_Rack;Overview;Rect Fach_51 fill;gldb_AktuellerFach_HMI.Lagerstatus.Farbe[51];USInt;DB;R;Range 0 frei 1 blau 2 gruen 3 mixed 4 metall 5 gesperrt
04_Rack;Overview;Rect Fach_51 Belegt;gldb_AktuellerFach_HMI.Lagerstatus.Belegt[51];Bool;DB;R;Fallback 2-colour fill
04_Rack;Overview;Rect Fach_51 Ziel;gldb_AktuellerFach_HMI.Lagerstatus.Ziel[51];Bool;DB;R;Visibility + flash border
04_Rack;Overview;Click Fach_51;HMI_Fachnummer;UInt;RW;SetValue := 51
04_Rack;Overview;Rect Fach_52 fill;gldb_AktuellerFach_HMI.Lagerstatus.Farbe[52];USInt;DB;R;Range 0 frei 1 blau 2 gruen 3 mixed 4 metall 5 gesperrt
04_Rack;Overview;Rect Fach_52 Belegt;gldb_AktuellerFach_HMI.Lagerstatus.Belegt[52];Bool;DB;R;Fallback 2-colour fill
04_Rack;Overview;Rect Fach_52 Ziel;gldb_AktuellerFach_HMI.Lagerstatus.Ziel[52];Bool;DB;R;Visibility + flash border
04_Rack;Overview;Click Fach_52;HMI_Fachnummer;UInt;RW;SetValue := 52
04_Rack;Overview;Rect Fach_53 fill;gldb_AktuellerFach_HMI.Lagerstatus.Farbe[53];USInt;DB;R;Range 0 frei 1 blau 2 gruen 3 mixed 4 metall 5 gesperrt
04_Rack;Overview;Rect Fach_53 Belegt;gldb_AktuellerFach_HMI.Lagerstatus.Belegt[53];Bool;DB;R;Fallback 2-colour fill
04_Rack;Overview;Rect Fach_53 Ziel;gldb_AktuellerFach_HMI.Lagerstatus.Ziel[53];Bool;DB;R;Visibility + flash border
04_Rack;Overview;Click Fach_53;HMI_Fachnummer;UInt;RW;SetValue := 53
04_Rack;Overview;Rect Fach_54 fill;gldb_AktuellerFach_HMI.Lagerstatus.Farbe[54];USInt;DB;R;Range 0 frei 1 blau 2 gruen 3 mixed 4 metall 5 gesperrt
04_Rack;Overview;Rect Fach_54 Belegt;gldb_AktuellerFach_HMI.Lagerstatus.Belegt[54];Bool;DB;R;Fallback 2-colour fill
04_Rack;Overview;Rect Fach_54 Ziel;gldb_AktuellerFach_HMI.Lagerstatus.Ziel[54];Bool;DB;R;Visibility + flash border
04_Rack;Overview;Click Fach_54;HMI_Fachnummer;UInt;RW;SetValue := 54
